2026-05-06T13:25:28.001597 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:291 | 22cf1e5c-e85a-4780-9161-866904145aaf | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066725843790_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.171271 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066895124740_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.171274 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.171284 | I | worker_oc_service_publish_impl.cpp:134 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  Create meta to master[192.168.189.125:31402], src=192.168.189.125:31402, dst=192.168.189.125:31402
2026-05-06T13:25:28.171289 | I | master_oc_service_impl.cpp:123 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  Processing CreateMetaReq, redirect: 1, src=192.168.189.125:31402, dst=192.168.189.125:31402
2026-05-06T13:25:28.171305 | I | worker_oc_service_publish_impl.cpp:253 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  Request to master success
2026-05-06T13:25:28.171310 | I | worker_oc_service_publish_impl.cpp:399 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  Put success
2026-05-06T13:25:28.171317 | I | worker_oc_service_publish_impl.cpp:425 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:292 | f7a51834-9478-4360-92b2-42c079c45a92 | jingpai |  The operations of worker Publish exceed 3ms: {}
2026-05-06T13:25:28.177363 | I | master_oc_service_impl.cpp:123 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:282 | 188e89e3-4b0a-4221-a486-88db738180a1 | jingpai |  Processing CreateMetaReq, redirect: 1, src=192.168.102.125:31402, dst=192.168.189.125:31402
2026-05-06T13:25:28.179551 | I | master_oc_service_impl.cpp:123 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:283 | be2c984a-57ef-4208-b1cf-9def0ec1a703 | jingpai |  Processing CreateMetaReq, redirect: 1, src=192.168.168.253:31402, dst=192.168.189.125:31402
2026-05-06T13:25:28.180405 | I | master_oc_service_impl.cpp:261 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:285 | 39b8515e-311e-4bfb-bb0c-70ba21feee0c | jingpai |  Processing QueryMetaReq, requestId: 4090045c-4db4-4a21-93bc-06b99a9d58f6
2026-05-06T13:25:28.180415 | I | master_oc_service_impl.cpp:270 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:285 | 39b8515e-311e-4bfb-bb0c-70ba21feee0c | jingpai |  QueryMeta on master 192.168.233.125:31402, target num 1, success num 1. The operations of master QueryMeta exceed 3ms: {}
2026-05-06T13:25:28.184311 | I | worker_oc_service_create_impl.cpp:56 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:295 | ab32e962-fb54-4a3d-bfa6-3ee2ff0e2481 | jingpai |  [Create] Receive create meta request, clientId: b36a6a9f-36bb-4dc7-af27-52a37566659e, objectKey: kv_test_13_0_27066908576390_0, cacheType: 0, size: 8388608
2026-05-06T13:25:28.184327 | I | worker_oc_service_create_impl.cpp:80 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:295 | ab32e962-fb54-4a3d-bfa6-3ee2ff0e2481 | jingpai |  [Client b36a6a9f-36bb-4dc7-af27-52a37566659e] [ObjectKey kv_test_13_0_27066908576390_0] The operations of worker Create exceed 3ms: {}
2026-05-06T13:25:28.184711 | I | worker_oc_service_publish_impl.cpp:357 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ab32e962-fb54-4a3d-bfa6-3ee2ff0e2481 | jingpai |  [ObjectKey kv_test_13_0_27066908576390_0] is being publishing [Sz: 8388608].
2026-05-06T13:25:28.184717 | I | worker_oc_service_publish_impl.cpp:310 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ab32e962-fb54-4a3d-bfa6-3ee2ff0e2481 | jingpai |  Client b36a6a9f-36bb-4dc7-af27-52a37566659e is putting the object kv_test_13_0_27066908576390_0, ReserveGetAndLock elapsed 0 ms.
2026-05-06T13:25:28.184721 | I | worker_oc_service_publish_impl.cpp:249 | kvc-jingpai-worker-7b9d7c9dfc-lkcph | 11:294 | ab32e962-fb54-4a3d-bfa6-3ee2ff0e2481 | jingpai |  Current life state: 0, next state: 1, ttl second: 5.
2026-05-06T13:25:28.184730 | I | worker
